name,rating,review,review_mark
Селиг,4.2,"Уют, комфорт, удобно",5
Селиг,4.2,"Среднего уровня отель, 3 звезды - так и есть. Старое здание, долго идти коридорами до своего номера, но в номере все необходимое есть- чайник, фен, хоть и старенький но телевизор) скрипучая кровать, но с чистым белоснежным бельем, удобства в номере, чисто... Нам надо было только переночевать две ночи, поэтому все устроило. Завтрак вполне питательный и вкусный, на выбор запеканка, каша или омлет, бутерброды и пирожки. Удобное расположение в центре города, правда у нас к сожалению,",3
Селиг,4.2,"Гостиница понравилась. Брали улучшенный двухместный номер. Удобное месторасположение. Близость к Волге и основным достопримечательностям. Номер большой. Светло, чисто, уютно. Рекомендую.",5
Селиг,4.2,"Не рекомендую. Парковка не удобна. К моменту заезда номер был не готов. Поменяли, но там не оказалась горячей воды. Кратчайшие название отеля, не оправдало своё ожидание. В ресторане ( на самом деле простая столовая, так как работают не по меню) очень приятные сотрудники, подсказали где можно хорошо поесть. Это единственный положительный момент.",1
Селиг,4.2,"Номера на3 еда на5 завтрак на,5 расположение на5 обслуживание на4",3
Селиг,4.2,"Хорошая гостиница, цена качество. Вкусный завтрак, тихо и спокойно. Вежливый персонал.",5
Селиг,4.2,"Спасибо за приём! Нам все понравилось. Персонал доброжелательный, завтраки вкусные, чисто! Без шика, но всего достаточно. И прекрасное расположение в центре.",4
Селиг,4.2,Советская гостиница,4
Селиг,4.2,Советская обстановка 😀,5
Селиг,4.2,"Гостиница большая, остановились в этой гостинице по остаточному принципу, потому что более приличные гостиницы все были заняты. В номере чисто, вот только на полу нет покрытия в виде ковра и тапочки не предоставляются , на просьбу хотя в продать тапочки администратор ответила сейчас поищу и пропала… очень маленькая ванная, утром чтобы принять душ я ждала пока пробежит вода в течение 15 минут и будет горячая вода.",3
Селиг,4.2,"Гостиница ""совкового периода"", в номере старая мебель прикрытая чехлами, кровати на ""4-ку"" матрацы нового поколения, не ватные. Из окон дует свежий Тверской ветерок. Если ваши окна выходят на улицу Советская, то непременно за ночь изучите шум всех проезжающих машин. Стоит отметить, положительные моменты, свежее белое постельное белье, полотенца, но тапочек НЕТ! Так же нет набора для утреннего туалета (одноразовых щёток, пасты), мыло и гель для душа в наличии. На сайте гостиницы указано, что есть завтрак (ШВЕДСКИЙ СТОЛ), однако в ресторане, который находится при гостинице уверяют, что это не так, мы разные организации и что там написано нас не интересует! Третий год подряд приезжаю в Тверь по работе, два раза останавливался в другом месте, рядом с рекой Волгой (с одноимённым названием) и в этот год так же планировал, но не успел с бронированием, все места заняты, пришлось посетить ""Селигер"", больше в эту гостиницу приезжать не хочу. Администрация гостиницы подсуетилась)) фото кресел и стульев каким-то образом «убрали», не переживайте они сохранились!)))",2
Селиг,4.2,"В отзывах пишут, что персонал приветливый. Найти персонал не было возможности. В номере нет информации о том, как связаться с ресепшен. Городской телефон не отвечал. На столе в номере лежат телефонные книги за 2010 и 2017 годы. Ночью было очень шумно. Отдыхали дети - футболисты. Разговаривали, хлопали дверьми, топали. Дежурные по этажу , видимо, спят в тихом месте. Работники отеля не обеспечили отдых другим гостям. Кошмарная ночь.",1
Селиг,4.2,"Гостиница так себе. Лифта нет, чтобы найти номер нужно подняться, потом спуститься, потом ещё раз спуститься, лабиринт Фавна отдыхает. С багажом крайне неудобно. В номере вода горячая через раз, фена нет, да и размеры номера ни по каким параметрам не соответствуют названию ""стандарт"". Это скорее эконом или супер-эконом, с видом на мусорку.",2
Селиг,4.2,"В одноместном стандартном номере нет сеток на окнах, номер « заселен» комарами!!",3
Селиг,4.2,"За свои деньги, отличный вариант. Мне понравилось все. Было одно замечание, в номере не было туалетной бумаги))) . Чистое белье, телик, кондёр, неплохая душевая.",5
Селиг,4.2,"Внутри лабиринт, нет нормальной вывески и шведского стола, но завтраки сытные и приготовлено хоть и просто но со вкусом. Сырники воздушные. Нет заварного кофе, только растворимый, за это по совокупности минус бал. Номера стандарт вполне соответствуют. Электронно лучевые телики, это прям винтаж :) Главныц плюс - это самый центр, центрее не придумаешь. Твердая 4.",4
Селиг,4.2,Хорошая гостиница,5
Селиг,4.2,"Отвратительное место. Грязно. Старые кровати, застеленные непонятно чем. Номер сразу после заезда сдан.",1
Селиг,4.2,Добротная гостиница. В центре умного города.,5
Селиг,4.2,"Хотите устроить себе экскурсию в 90ые, тогда Вам сюда...",3
Селиг,4.2,Портал в советское прошлое...,2
Селиг,4.2,"Всё очень понравилось, вежливый и отзывчевый персонал, чисто и уютно, были в отпуске случайно заехали в этот город и не пожалели, в следующем году обязательно есчо раз приедем и остановимся именно в этой гостинице.",5
Селиг,4.2,"У меня был одноместный улучшенный номер. Берите с собой тапочки, мыло, шампунь, зубную щётку и пасту. В санузеле вы найдёте только туалетную бумагу и гель для душа. Есть фен. В номере есть чайник, холодильник, телевизор. На этаже есть гладильная комната, кулер. Очень вкусные завтраки, советую воспользоваться. Сразу принесли хлеб, булочку, джем, масло, сыр и ветчину. На выбор чай или кофе, а так же на выбор запеканка (очень вкусная), каша и что-то ещё, я не помню. Будет из чего выбрать и останетесь сыты.",4
Селиг,4.2,"Да центр, да круто, но сильно отличается от фотографий!!! На входе даде нету никаких опознавательных знаков, что это гостинница! Нашли даже не с первого раза, большой налписи ""селигер"" там нет и приходится кругами ходить и искать. Номера тоде так себе, кровати удобные, но маленький сан узел, не развернуться не повернуться! В самой гостиннице витает запах бичовского хосиела за 500р!!! Впечатление о гостиннице ужасное!!!",1
Селиг,4.2,Супер магазин удачи Вам!!!,5
Селиг,4.2,"Чистые номера, кормят вкусно, не далеко от центра города.",5
Селиг,4.2,"Расположена в Центре, всё рядом. Стоимость нормальная, наверное одна из самых дешёвых в Центре. Здание старое, со всеми вытекающими, поэтому минус одна звезда...",4
Селиг,4.2,"Ночевали только одну ночь. Еле нашли наш номер- пройти, спуститься,пройти, подняться... Персонал не встречали. Постельное кипельно белое. Сан. Узел в принципе чистый, но уже видны жизненные моменты в виде темных потеков и углов. А еще, сьели комары. И пульт от кинескопного телевизора не работал. В принципе рекомендую, видели и хуже",4
Селиг,4.2,"Во первых,парковка находится за гостиницей. Сначала ты должен платно припарковаться,место найти трудно,потом идёшь обратно,ждёшь когда спустится админ и тебе откроет...Если окна выходят туда же,на дорогу,это кошмар. Ночью так громко ревут машины,что кажется они проезжают прям в твоём номере. Завтраки настолько скудные,давно так бедненько нигде не ели. Лучше их не брать,смысла нет. Местоположение хорошее,и набережная недалеко,и улица с памятнтком Круга рядом...",2
Селиг,4.2,"Дремучий совок, одна из худших гостиниц которые посещал за последние 5 лет. Завтраки безобразные. Гостиница как проходной двор, проходи кто хочет!",1
Селиг,4.2,"Совершенно удивительно, но гостиница действительно РАБОТАЕТ! Недорого и аккуратно. Ни на одной карте или сайте бронирования о ней ни слова.",5
Селиг,4.2,"Гостиница находится в самом центре, очень хорошее расположение, завтраки вкусные, но вывески, что это гостиница нет, только маленькая табличка мелким шрифтом",4
Селиг,4.2,Гостиница не впечатлила. Единственный плюс-это месторасположение.,3
Селиг,4.2,"В я.путешестыиях написано, что можно с животными. По телефону резко отказали в данной опции. Измените опцию.",1
Селиг,4.2,"Администратор несёт просто чушь,она предлагает заселить в номер с питомцем и держать его в переноске в номере,а если нет то искать номер без ковров !а их может не быть !каждое слово пришлось вытягивать ,ничего не хочет говорить и давать информацию впечатление отвратительное!после такого общения заселяться не хочется ! Да ,если вы заселяете с питомцем ,то он не должен сидеть в клетке,это вопрос здоровья и жизни животного !отвратительно!",1
Селиг,4.2,"Хороший отель. Хороший администратор. Только воды горячей не было в душе. В остальном даже ранний завтрак собрали, хотя уезжал в 6 утра.",4
Селиг,4.2,Очень хорошее место,5
Селиг,4.2,"Прекрасное место, чтобы окунуться в 80-е. Чистенько, приятный персонал, сытные завтраки.",5
Селиг,4.2,"Расположена удобно в центре,в номерах есть кондиционер,холодильник, удобный матрас в номере чисто , присутствует сейф.Завтрак не отличается разнообразием но вкусный.на этаже есть кулер .В моём номере сломанная розетка,дверь в туалет не закрывается в соседнем не было маскитной сетки.",4
Селиг,4.2,"Все понравилось, завтрак вкусный, рекомендую.",5
Селиг,4.2,"Номера комфорт завтраки расположение очень хорошо, но две ночи 12, 13 августа были жутко шумные соседи по 2 этажу дети от спорт школы",1
Селиг,4.2,"Гостиница застройки времён союза. Ремонт был недавно, В целом чисто ,но кровати ужас спать невозможно. Чайник есть чашек нет . Разетка под столом. Окно не открывается. Кондиционер работает. Завтрак на выбор. Но гостиница практически в центре города очень удобно все в пешей доступности.",3
Селиг,4.2,Хорошая гостиница,5
Селиг,4.2,"Прям советский вариант. На шторах тюль, на телевизоре тоже . Одним словом бабушкин вариант",3
Селиг,4.2,"В целом нормально, но пути до номера запутанные. При раннем заезде на сутки, завтрак только один раз!??",3
Селиг,4.2,Надо приехать ещё раз)) 260 кв км рассматривать и наслаждаться,5
Селиг,4.2,Удобное расположение. Всё достопримечательности в шаговой доступности. Чисто. Вежливый персонал. Хорошие завтраки. Цена соответствует качеству.,5
Селиг,4.2,"Два раза останавливались там . Старое здание , но хорошие кровати , близко к набережной и очень хорошие завтраки у них ! Прям омлет , как из детства . Вкусно, и очень много на завтрак накладывают ( омлет или каша, или сырники + йогурт + кекс+ хлеб , ветчина , сыр и напиток на выбор . Заезжали с собакой - не берут оплату за животное 👌",5
Селиг,4.2,"Отдыхали в двухместном,двухкомнатном!Чисто.Все понравилось!Близко основные достопримечательности!Рядом магнит.",5
Селиг,4.2,"Хорошее расположение, парковка за шлагбаумом , но приходится обходить всю гостиницу вокруг чтобы попасть внутрь. Антимоскитная сетка порвана, закусали комары ночью",4
Селиг,4.2,"Когда остановился в этой гостинице, не мог найти вход, не было даже вывески. Брал номер с завтраком и ужином. На ужин был салат мимоза, есть невозможно было ,слой картофеля сверху рубленая луковая подушка поверх которой тоненький слой морковки и всё. Вкратце совок полный. Завтра был не плохой, входил даже йогурт. Находиться в центре, что удобно.",3
Селиг,4.2,Хороший отель но мебель старая и поломанная,4
Селиг,4.2,Просто нет слов.,1
Селиг,4.2,"Чистота, удобный зал для конференций, обслуживание на уровне.",5
Селиг,4.2,"За такие деньги советую вам снять другой отель. Заселись на 2 ночи. После первой сбежали … комары не дали спать. Подушка - бедолага, до такой степени замучена жизнью, что утекала как жидкость с кровати. Покрывала грязное и страшное. На завтраке подают растворимый кофе, такого я не встречал даже в придорожных гостиницах за 2000 рублей.",1
Селиг,4.2,"Брали семейный номер, просторный, есть кондиционер. Присутствует небольшой запах старых вещей что ли. В номере комплект полотенец, мыло и гель для душа. Утром плотный завтрак на втором этаже гостиницы. Есть стоянка со шлакбаумом.",0
Селиг,4.2,Отличное расположение отеля. Хорошие завтраки. Номера нуждаются в ремонте.,4
Селиг,4.2,"Двухместный номер с одной кроватью. Две ночи. Без питания. Кровать большая, матрас отличный, жесткий, не пролеженный. Видимо новый. Телевизор, чайник,холодильник. Стандарт. Расположение гостиницы - центр. На первом этаже ""Магнит"". Если окна во двор, может разбудить ранняя доставка товара. Парковка. Кому это важно: лифта нет. Останавливался в июле, поэтому комары. Захватите фумигатор. Мне понравилось. Рекомендую!",4
Селиг,4.2,"Очень понравился номер, так как семья из четырёх человек, взяли двухкомнатный и были приятно удивлены обстановкой, приятная спальня, и большая гостинная, хоть гостей принимай)",5
Селиг,4.2,"Для любителей советского быта. Номера чистые, все есть для комфортного проживания. Отель в центре - все достопримечательности рядом. Снял звезду за завтрак, для отеля в центре и такого уровня, завтрак мог бы быть и гораздо лучше",4
Селиг,4.2,"Объективно оценить не получиться,т.к. ночевали одну ночь. Отель расположен в самом центре города. Номера обычные. Ремонт не помешал бы. Сантехника была в рабочем состоянии. Единственное, что бесило - это кровати, скрипели ужасно при малейшем движении. Останавливаться на несколько ночей я бы не стала. Телевизор старый, показывает плохо. Кулер с водой в коридоре. На завтрак не ходила, но сказали, что всё нормально. На ресепшн встретили приветливо. Ставлю три звёзды, в надежде, что что-то изменится в лучшую сторону.",3
Селиг,4.2,"Приехала ночью, предварительно предупредив об этом . На ресепшен никого не было, на телефон никто не отвечал 25 минут так простояла в 1 час ночи На 4* никак не тянет ( требуется ремонт Но, хочу сказать, что кровать удобная, все белье и полотенца свежие. В номере был кондей",2
Селиг,4.2,Очень хорошее место расположения,5
Селиг,4.2,"Самый центр города; в пешеходной доступности все основные достопримечательности, Городской сад, набережная и пешеходная Трёхсвятская улица. Парковка во дворе за шлагбаумом. Окна номера выходили в сторону парковки: ночью было довольно тихо. Первые 2 этажа здания занимают офисные помещения. Собственно отель начинается с 3-го этажа. Лифта нет! С парковки в отель можно попасть только через главный вход, обходя всё здание, или, в дневное время, по пожарной лестнице, рискуя заблудиться в лабиринтах здания. На ночь она закрывается. Отдельная песня - завтраки в ""лучших"" совковых традициях, когда нет никакого выбора (почти): ешь, что дают. Причём в этом бывшем гостиничном ресторане крутится большое количество персонала непонятно чем занимающегося. Вечером в гостинице поужинать невозможно.",3
Селиг,4.2,"просто, но чисто 😉",5
Селиг,4.2,"Вход в гостиницу и ресепшен ужасны, грязные и не ухоженные. Номер тесный, санузел тоже, душевая кабинка плохо закрывалась, в номер на 4 этаж пробирались какими то шхерами, но завтраки вкусные и разнообразные, пока добирались до своего номера рассматривали замечательные фото Твери на стенах коридора",3
Селиг,4.2,"Чистенько, аккуратненько, стоянка и завтрак, всё хорошо)",5
Селиг,4.2,"Удобно по расположению, есть парковка. Толстый минус за планировку санузлов. Впихнуть туалет, душевую и умывальник в квадратный метр, конечно, выгодно экономически, но абсолютно цинично для постояльцев. Нужно быть Дюймовочкой, чтоб и и по нужде сходить и душ принять и полотенцем обтереться. Тем не менее, всем легких путешествий и хорошего отдыха!",4
Селиг,4.2,"Хороший отель ,приветливый персонал,расположение отличное,самый центр Твери!неплохие завтраки ,большие порции !были два дня,все очень понравилось .Номера чистые,все необходимое в номере есть ,для пары ночей отличный вариант за небольшие деньги .",5
Селиг,4.2,"Находились в отеле с 08.07 по 09.07.23 в составе тур. группы, хорошо что одни сутки. В номер стандарт на 4-м этаже долго шли по какому-то лабиринту, неудобно с багажом, лифта нет. В номере ремонт не делался очень давно, душевая кабина вся в черной плесени. Изображение на старом телевизоре расплывчатое. Кулер с водой и чайник на 3-м этаже. Самое неприятное- не свежее постельное белье, такое впечатление, что оно не менялось длительное время и использовалось многими людьми, т.к. имело крайне неприятный запах. Из плюсов наличие в номере кондиционера, т.к. с открытыми окнами в жару спать невозможно, очень шумно. Завтрак скромный по качеству, но творожная запеканка очень вкусная. В общем, данный отель никому не рекомендую.",2
Селиг,4.2,"Жил двое суток в ходе экскурсионного тура. Номер в удовлетворительном состоянии: кровать удобная, телевизор - с кинескопом, показывает не очень, холодильник есть, Душ, горячая вода есть, шампунь, гель, мыло в наличии. Уборка ежедневно. Завтраки на выбор каша, запеканка, омлет с сосиской плюс масло, плавленый сыр, булочка, чай или кофе. В номере чисто. Находится в центре города.",5
Селиг,4.2,"Номера не очень, завтрак отличный",4
Селиг,4.2,"В советскую пору была лучшей гостиницей в Калинине. Ныне явная деградация. Часть помещений сдана в аренду. Сделан ремонт, но на сетки от комаров денег не хватило. Лифта нет, поднимаешься с чемоданом на четвертый этаж и встречаешь табличку «вход запрещен». Шведского стола нет, завтрак скудный. Жаль, что менеджмент не на высоте. Место ведь замечательное, - самый центр города.",1
Селиг,4.2,"Удобное расположение гостиницы, очень приветливый персонал. Цена-качество соответствует.",5
Селиг,4.2,"Ткнул,что называется пальцем в небо,вернее пальцем в карту Твери и угадал.Все угадал.Предварительно смотрел только цену в данной гостинице и все.Остальное-экспромт.Самый центр Твери.Два квартала до Волги.Два квартала до Круга.Два шага вообще практически до большинства достопримечательностей Твери.У выхода из гостиницы рядом два продуктовых магазина Магнит и Универсал.За углом,если надо,алкомаркет.Рядом две или три автобусные остановки.33 автобус и 106 автобус прямо до автовокзала и ЖД.вокзала.Есть и другие,но я не запомнил.В самой гостинице все есть и все работает.Холодильник есть,кондиционер есть,телек и в нем 50 каналов есть.В ванной душевая работает.Мебель,говорят,не новая.Нормальная целая,функциональная мебель.Персонал вроде тоже хороший,приветливый и вежливый.В общем,мне кажется,попробуйте и не пожалеете.",5
Селиг,4.2,"Все понравилось, чисто, достаточно большой номер с кондиционером, вкусный завтрак (не только йогурт, но и джем, булочка, бутерброды, омлет или сырники). Единственный минус - отсутствие лифта. Номер был на 5 этаже и поднять багаж, ребёнка 10 месяцев, коляску ой как не просто",4
Селиг,4.2,"По факту оценка 4-, но выше 3+. Мебель годная, стандартная, санузел весьма нефункционально реализован (слишком тесно,унитаз почти у двери, держатель туалетной бумаги - в стороне, кран в раковине далеко от центра раковины и т.д.), матрацы мягкие,белье свежее, но в целом двухместный номер для вечера и ночёвки годен(конечно, в хорошей кампании-любой номер подойдёт всегда). Завтрак слабоват(на 250-300 руб тянет по уровню завтраков в любом кафе),но насыщает. Главные плюсы отеля-расположение в самом центре Твери и приятные, длинные с красными коврами и зеркалами,картинами коридоры, что доболняет стиль продуманного советской эпохи отеля.",4
Селиг,4.2,"Хорошая ""советская"" гостиница в центре города без звезд и претензий. Не смотря на центральную улицу, в номере тихо. Номер был тесноват, особенно санузел. Все чистое. Горячая вода из бойлера в номере. Телевизор, фен, кондиционер работает. Мыльные принадлежности. В номере есть какой-то посторонний непроветриваемый запах. Не заметил лифт, лестницы крутые. Есть парковка. Для ночёвки на 1-2 ночи годится.",3
Селиг,4.2,"Не первый раз останавливаюсь в данной гостинице, очень удобно! В самом центре города и все в шаговой доступности! Комфортные номера и приятные цены!",5
Селиг,4.2,Гостиница нормальная Как попал Советский Союз только с кондиционером немножко грязному старом А так всё норм советую,5
Селиг,4.2,"Гостиница хорошая номер нам дали чудесный, находится в центре города все достопримечательности рядом , завтрак хоть и не шведский стол но очень хорошие! Персона очень хороший и приветливый, встретили нас очень хорошо. Если хотите вернуться в советский союз ,то вам сюда всё добротно и качественно.Будем останавливаться только в этой гостинницы , больше экспериментировать с заказами через интернет не будем, фотографии одно по факту другое, а у этой гостинницы всё соответствует действительности.",5
Селиг,4.2,"Главный плюс - расположение в центре. Номера чистые, постельное белье тоже. Остановиться с целью ночевки вполне нормально, но ожидать излишнего комфорта не следует. Завтрак на мой суб’ективный взгляд на троечку, но тут - чуть лучше, чем континетальный, но не более чем чуть…",4
Селиг,4.2,"Чистая, тихая гостиница. Удобное расположение в центре. Вкусный завтрак",5
Селиг,4.2,"На переночевать без претензий - хороший вариант. Если нет заезда крупных делегаций, места тут всегда найдутся. В этом смысле отель выручает, когда едешь впритык, а в желаемых отелях все забронировано подчистую.",4
Селиг,4.2,"Неплохая гостиница времён советского союза. Смешанные чувства, но в номерах чисто. 2 этаж отдали под аренду коммерсантам. За счёт этого и выживают. Столовая на 2 этаже, видимо, тоже коммерческая, но готовят неплохо. Центральный вход-это нечто, не сразу и поймёшь, где входная дверь. Фото входа в интернете старые, явно лучше, чем сейчас.",3
Селиг,4.2,"Отличная гостиница за свои деньги. Очень удобное расположение в самом центре города. Персонал очень вежливый и отзывчивый. Номера комфортабельные, без излишеств.",4
Селиг,4.2,"В гостинице Селигер, мы останавливаемся каждый раз, когда приезжаем в Тверь. Отличное расположение и неплохая гостиница. В номере не новая, но очень добротная мебель, матрас удобный, постельное белье хорошего качества. Мы обычно берём двухместный стандарт, но в этот раз брали ещё и одноместный номер, смогли убедиться, что он тоже имеет все необходимое. В номере есть платяной шкаф, кровати, телевизор, кондиционер, холодильник, ванная комната. Также шампунь, гель для душа и по три полотенца. Гостиница построена в 1936 году и чувствуется величественность здания. Единственный минус это отсутствие лифта и длинный путь до номера, иногда через другой этаж. Завтраки включены и вполне сытные, голодными точно не будете. Расположение отличное, рядом набережная, пешеходная улица, театры и Путевой дворец с садом. Рекомендую.",5
Селиг,4.2,Вкусно готовить ресторан,5
Селиг,4.2,"Персонал гостиницы очень вежливый, любезный. Питание хорошее, сытное. Мне не понравилось, что стены номеров тонкие и по ночам было слышно хлопанье дверями и прочий шум. Расположение удобное, в самом центре города",4
Селиг,4.2,"Останавливались в гостинице «Селигер» на одну ночь, и это был кошмар. Несмотря на удобное расположение, гостиница совершенно убитая. Старые номера, картонные двери, сломанная душевая кабина, старый телевизор с синим изображением и рябью, унитаз с ржавым подтеком. Запах старости в номере. Не рекомендую останавливаться в этой гостинице, звезда только за расположение.",1
Селиг,4.2,"В гостинице чистенько. По номеру, брали стандарт двухместный: довольно просторный, полотенца есть, постельное бельё без разводов, белое! Также в номере телевизор, холодильник, чайник, ванная комната, фен. Своя парковка, которая правда оставляет желать лучшего, но главное, что она есть. Отличное месторасположение, в центре! Пару шагов магазин. Для остановки на пару дней, очень даже хорошо! Единственный недостаток, отсуствие лифта, так как с вещами не очень удобно подниматься на 3 и 4 этаж.",5
Селиг,4.2,"Требует ремонта. Посмотрели несколько номеров, останавливаться в этом заведении не захотелось.",2
Селиг,4.2,"Классная гостиница, но 3 звезды",5
Селиг,4.2,"Прекрасная гостиница, мебель качественная ванная огромная, завтраки вкусные.",5
Селиг,4.2,"Гостиница хорошая. Но есть проблемы. Во-первых, утром нет горячей воды. То есть если подождать минут сорок, вода начнет понемножку теплеть и примерно через час можно будет мыться. Но если торопишься, приходится уезжать на экскурсию, не приняв душ. И еще. В нашем номере была еврораскладушка, как нам объяснили. Но она оказалась с проваленным матрасом, потому что пружины в ней были разорваны, поэтому человек проваливался до самого пола. Может, конечно, это намек на Евросоюз, экономика которого трещит и рвется, как пружины у этой еврооасклвдушки, но спать было неудобно. В остальном гостиница хорошая, чистая, завтрак вкусный. И очень удобно расположена -‘в самом центре. Очень вежливый персонал. Хорошо там останавливаться.",3
Селиг,4.2,"Хороший отель. Соответствует цене и качеству. Все достопримечательности рядом. Приветливый персонал. Очень понравилось. Единственное замечание,много корпусной мебели, которая только загромождает комнату. А так все отлично.",5
Селиг,4.2,"Останавливалась на одну ночь, так как экскурсионный тур по Тверской области включал остановку именно в этой гостинице. Читала перед поездкой отзывы, много отрицательных. Возможно, мне повезло с номером. Жила в 109 на 4 этаже. Номер небольшой, но вполне уютный. В номере кровать, стол, стул, тумба с зеркалом, пуфик, холодильник, телевизор. Еще в номере бвл обогреватель, что было очень кстати, так как май радовал нас снегом и минусовой температурой и в номере было прохладно. Санузел нормальный, но хотелось поменять местами унитаз и раковину. Места мало и унитаз практически в впритык к двери. В наличии были гель, шампунь, мыло, фен, 3 полотенца. В приходей шкаф, тумба и зеркало. В общем вполне можно жить несколько дней. Заселили очень быстро. Дорога к номеру очень ветьиватая, коридоры напоминают лабиринты, но если внимательно слушать девушку на ресепшене, которая рассказывает каждому как дойти до номера, то не заблудитесь. Завтраки скромные. На выбор каша, омлет с сосиской или запеканка. Каждому хлеб, ветчина, масло, плавленный сырок и булочки. Чай или кофе из пакетика. Можно взять нормальный зерновой кофе, но за доплату. Американо 80 рублей, капучино 100.",4
